trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
5857,False,"{'a': 0.1, 'e': 0.05350393908679544}",25,16,19.746439884098123,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5858,False,"{'a': 0.1, 'e': 0.053477193804129894}",25,8,31.47994070345956,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5859,False,"{'a': 0.1, 'e': 0.05345046189076308}",30,22,14.20846417803395,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5860,False,"{'a': 0.1, 'e': 0.053423743340012035}",20,12,17.908968619733056,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5861,False,"{'a': 0.1, 'e': 0.053397038145197084}",25,8,28.90388361066184,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5862,False,"{'a': 0.1, 'e': 0.05337034629964196}",20,13,11.60577890761959,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5863,False,"{'a': 0.1, 'e': 0.05334366779667368}",25,9,21.571603399305015,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
5864,False,"{'a': 0.1, 'e': 0.05331700262962262}",30,20,18.79226477697425,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5865,False,"{'a': 0.1, 'e': 0.053290350791822524}",25,16,11.515232330998728,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
5866,False,"{'a': 0.1, 'e': 0.05326371227661037}",20,6,18.868324321218385,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5867,False,"{'a': 0.1, 'e': 0.05323708707732657}",30,19,22.145832851453378,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5868,False,"{'a': 0.1, 'e': 0.053210475187314844}",30,17,21.161990680053336,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5869,False,"{'a': 0.1, 'e': 0.05318387659992216}",20,0,20.26443702793184,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
5870,False,"{'a': 0.1, 'e': 0.05315729130849893}",20,14,11.85645493066503,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5871,False,"{'a': 0.1, 'e': 0.05313071930639878}",20,11,16.84039570594328,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5872,False,"{'a': 0.1, 'e': 0.053104160586978734}",20,13,12.664464542604776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5873,False,"{'a': 0.1, 'e': 0.053077615143599134}",25,19,10.40892057825913,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5874,False,"{'a': 0.1, 'e': 0.053051082969623575}",25,12,11.993873045430934,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
5875,False,"{'a': 0.1, 'e': 0.05302456405841903}",30,13,15.984207129602355,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
5876,False,"{'a': 0.1, 'e': 0.0529980584033558}",25,18,15.88267920683936,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5877,False,"{'a': 0.1, 'e': 0.052971565997807425}",20,5,26.194471031693276,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5878,False,"{'a': 0.1, 'e': 0.052945086835150854}",35,28,12.331737326621722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5879,False,"{'a': 0.1, 'e': 0.052918620908766235}",25,10,13.916573629681402,"{0: 13, 1: 2, 2: 0, 3: 0, 4: 0}",1
5880,False,"{'a': 0.1, 'e': 0.05289216821203713}",20,0,28.93726189905002,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
5881,False,"{'a': 0.1, 'e': 0.05286572873835037}",25,15,20.51852441978332,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5882,False,"{'a': 0.1, 'e': 0.05283930248109604}",20,10,17.500508640755378,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5883,False,"{'a': 0.1, 'e': 0.05281288943366762}",20,15,11.811989348127598,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5884,False,"{'a': 0.1, 'e': 0.052786489589461846}",20,16,9.306758287311489,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5885,False,"{'a': 0.1, 'e': 0.052760102941878724}",20,9,22.798522262785735,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5886,False,"{'a': 0.1, 'e': 0.05273372948432163}",20,16,9.23206092114975,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5887,False,"{'a': 0.1, 'e': 0.05270736921019717}",20,9,20.952471253277636,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5888,False,"{'a': 0.1, 'e': 0.052681022112915275}",20,13,8.57664236151025,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
5889,False,"{'a': 0.1, 'e': 0.05265468818588921}",20,11,16.990305052330662,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5890,False,"{'a': 0.1, 'e': 0.052628367422535446}",30,23,12.914696585411992,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5891,False,"{'a': 0.1, 'e': 0.05260205981627384}",30,20,21.768991946327116,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5892,False,"{'a': 0.1, 'e': 0.05257576536052743}",20,13,13.376674200764883,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5893,False,"{'a': 0.1, 'e': 0.05254948404872264}",25,14,19.619780651118997,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5894,False,"{'a': 0.1, 'e': 0.05252321587428915}",20,11,4.444455411237698,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
5895,False,"{'a': 0.1, 'e': 0.05249696083065988}",20,15,-11.649451629641081,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
5896,False,"{'a': 0.1, 'e': 0.0524707189112711}",25,11,19.676231778742274,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
5897,False,"{'a': 0.1, 'e': 0.05244449010956234}",30,13,27.87395630844014,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5898,False,"{'a': 0.1, 'e': 0.052418274418976354}",20,11,17.733799661476578,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5899,False,"{'a': 0.1, 'e': 0.052392071832959276}",20,9,17.787087944707658,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5900,False,"{'a': 0.1, 'e': 0.052365882344960396}",25,18,14.974826080015117,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5901,False,"{'a': 0.1, 'e': 0.05233970594843238}",25,8,33.153059862567794,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5902,False,"{'a': 0.1, 'e': 0.052313542636831155}",25,3,34.70982400342603,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
5903,False,"{'a': 0.1, 'e': 0.05228739240361583}",20,16,8.188853947182984,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5904,False,"{'a': 0.1, 'e': 0.05226125524224888}",20,13,10.575438535714184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5905,False,"{'a': 0.1, 'e': 0.05223513114619603}",20,10,20.714659895064482,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5906,False,"{'a': 0.1, 'e': 0.052209020108926224}",20,9,23.293016811989173,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5907,False,"{'a': 0.1, 'e': 0.052182922123911735}",25,9,1.0600617682364233,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
5908,False,"{'a': 0.1, 'e': 0.052156837184628026}",20,12,13.504357073804034,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5909,False,"{'a': 0.1, 'e': 0.05213076528455389}",20,10,-31.292684871860903,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
5910,False,"{'a': 0.1, 'e': 0.05210470641717137}",20,0,14.774582576686116,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
5911,False,"{'a': 0.1, 'e': 0.05207866057596569}",20,12,15.795235692303553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5912,False,"{'a': 0.1, 'e': 0.052052627754425436}",20,13,13.65909306313732,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5913,False,"{'a': 0.1, 'e': 0.052026607946042414}",30,13,37.00407336255034,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5914,False,"{'a': 0.1, 'e': 0.052000601144311626}",20,14,12.842096106219362,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5915,False,"{'a': 0.1, 'e': 0.05197460734273142}",25,17,10.16011737143248,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
5916,False,"{'a': 0.1, 'e': 0.05194862653480329}",35,21,28.15598402435573,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5917,False,"{'a': 0.1, 'e': 0.05192265871403207}",30,15,30.533294817195742,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5918,False,"{'a': 0.1, 'e': 0.05189670387392582}",25,14,17.18117039284346,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5919,False,"{'a': 0.1, 'e': 0.051870762007995785}",20,8,21.752747969272907,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5920,False,"{'a': 0.1, 'e': 0.05184483310975652}",25,16,15.63400179953311,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5921,False,"{'a': 0.1, 'e': 0.05181891717272583}",20,8,24.92669798688603,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5922,False,"{'a': 0.1, 'e': 0.05179301419042468}",20,10,19.52981916573672,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5923,False,"{'a': 0.1, 'e': 0.051767124156377374}",30,13,20.318106782004364,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
5924,False,"{'a': 0.1, 'e': 0.05174124706411135}",20,8,17.871897724503526,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5925,False,"{'a': 0.1, 'e': 0.05171538290715736}",25,17,14.486522663214167,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5926,False,"{'a': 0.1, 'e': 0.05168953167904939}",25,8,33.22410523091264,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5927,False,"{'a': 0.1, 'e': 0.05166369337332458}",25,20,11.643077290599994,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5928,False,"{'a': 0.1, 'e': 0.05163786798352339}",25,8,32.41213553256257,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5929,False,"{'a': 0.1, 'e': 0.05161205550318949}",20,10,17.939722727631338,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5930,False,"{'a': 0.1, 'e': 0.051586255925869705}",25,15,22.127491054854577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5931,False,"{'a': 0.1, 'e': 0.0515604692451142}",30,16,26.660590218527975,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5932,False,"{'a': 0.1, 'e': 0.05153469545447625}",20,2,30.862867894336237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5933,False,"{'a': 0.1, 'e': 0.051508934547512424}",25,15,18.327272046903186,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5934,False,"{'a': 0.1, 'e': 0.05148318651778253}",20,16,8.735008603193172,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5935,False,"{'a': 0.1, 'e': 0.051457451358849514}",20,12,16.513649080112508,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5936,False,"{'a': 0.1, 'e': 0.051431729064279605}",20,15,8.988999067069965,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5937,False,"{'a': 0.1, 'e': 0.051406019627642255}",25,8,29.459323734892084,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5938,False,"{'a': 0.1, 'e': 0.05138032304251005}",20,9,19.333754654693685,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5939,False,"{'a': 0.1, 'e': 0.051354639302458906}",25,19,12.936974147903664,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5940,False,"{'a': 0.1, 'e': 0.05132896840106782}",25,18,16.94520809339806,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5941,False,"{'a': 0.1, 'e': 0.05130331033191911}",20,12,16.5727479060005,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5942,False,"{'a': 0.1, 'e': 0.051277665088598275}",25,11,22.874073791283656,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5943,False,"{'a': 0.1, 'e': 0.05125203266469395}",20,13,11.414659465094859,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5944,False,"{'a': 0.1, 'e': 0.05122641305379806}",25,15,18.427882800032762,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5945,False,"{'a': 0.1, 'e': 0.05120080624950572}",30,22,11.571222677306515,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5946,False,"{'a': 0.1, 'e': 0.05117521224541519}",25,17,14.293037863609406,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5947,False,"{'a': 0.1, 'e': 0.05114963103512801}",30,18,23.68793124133317,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5948,False,"{'a': 0.1, 'e': 0.05112406261224883}",20,7,14.534018598037518,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
5949,False,"{'a': 0.1, 'e': 0.05109850697038558}",25,19,11.681979337642268,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5950,False,"{'a': 0.1, 'e': 0.05107296410314935}",30,22,16.17107524710638,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5951,False,"{'a': 0.1, 'e': 0.051047434004154395}",30,22,18.770214873542308,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5952,False,"{'a': 0.1, 'e': 0.051021916667018205}",20,13,13.778529004182523,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5953,False,"{'a': 0.1, 'e': 0.050996412085361466}",30,18,25.778476189086604,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5954,False,"{'a': 0.1, 'e': 0.05097092025280799}",35,20,13.16294080039425,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
5955,False,"{'a': 0.1, 'e': 0.05094544116298488}",25,16,19.129796667508153,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5956,False,"{'a': 0.1, 'e': 0.05091997480952229}",20,12,1.505948674422784,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
5957,False,"{'a': 0.1, 'e': 0.05089452118605367}",30,24,10.41804204558736,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5958,False,"{'a': 0.1, 'e': 0.05086908028621564}",20,12,14.073560766071491,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5959,False,"{'a': 0.1, 'e': 0.05084365210364792}",25,12,24.034687679075603,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
5960,False,"{'a': 0.1, 'e': 0.05081823663199349}",20,12,6.84062438464747,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
5961,False,"{'a': 0.1, 'e': 0.0507928338648985}",30,20,21.100273859428594,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5962,False,"{'a': 0.1, 'e': 0.050767443796012224}",20,13,12.539775148942482,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5963,False,"{'a': 0.1, 'e': 0.05074206641898719}",25,18,2.619395859210335,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
5964,False,"{'a': 0.1, 'e': 0.05071670172747899}",20,10,19.08066520498134,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5965,False,"{'a': 0.1, 'e': 0.050691349715146494}",25,16,3.127367744310062,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
5966,False,"{'a': 0.1, 'e': 0.05066601037565171}",30,12,37.591865055739476,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
5967,False,"{'a': 0.1, 'e': 0.05064068370265976}",20,0,9.277640087636454,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
5968,False,"{'a': 0.1, 'e': 0.050615369689839006}",25,11,26.50091316838813,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5969,False,"{'a': 0.1, 'e': 0.05059006833086096}",35,18,29.673565757864047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5970,False,"{'a': 0.1, 'e': 0.05056477961940023}",20,9,8.902775652959054,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
5971,False,"{'a': 0.1, 'e': 0.050539503549134696}",20,8,8.044422260559228,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
5972,False,"{'a': 0.1, 'e': 0.050514240113745286}",20,13,14.59819469061588,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
5973,False,"{'a': 0.1, 'e': 0.05048898930691617}",20,9,9.966787212352148,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
5974,False,"{'a': 0.1, 'e': 0.05046375112233467}",25,13,23.169339925782875,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
5975,False,"{'a': 0.1, 'e': 0.05043852555369119}",20,16,9.529683911039044,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5976,False,"{'a': 0.1, 'e': 0.050413312594679356}",20,11,15.775650528091004,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5977,False,"{'a': 0.1, 'e': 0.05038811223899596}",20,15,9.34495825768419,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5978,False,"{'a': 0.1, 'e': 0.05036292448034086}",25,11,21.831898930454464,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5979,False,"{'a': 0.1, 'e': 0.05033774931241717}",20,11,16.226344749703014,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5980,False,"{'a': 0.1, 'e': 0.05031258672893105}",25,17,17.02717531513087,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5981,False,"{'a': 0.1, 'e': 0.050287436723591865}",25,14,17.321345736896365,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5982,False,"{'a': 0.1, 'e': 0.050262299290112146}",25,16,16.91299605247151,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5983,False,"{'a': 0.1, 'e': 0.050237174422207494}",25,15,21.110656514494725,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
5984,False,"{'a': 0.1, 'e': 0.05021206211359671}",30,19,8.779844215244918,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
5985,False,"{'a': 0.1, 'e': 0.050186962358001734}",20,16,6.696478402790982,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
5986,False,"{'a': 0.1, 'e': 0.050161875149147585}",25,14,19.48518901419225,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5987,False,"{'a': 0.1, 'e': 0.050136800480762515}",30,19,14.83723875839591,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5988,False,"{'a': 0.1, 'e': 0.0501117383465778}",20,9,20.07779936157725,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
5989,False,"{'a': 0.1, 'e': 0.05008668874032793}",25,16,17.615484177283715,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5990,False,"{'a': 0.1, 'e': 0.05006165165575053}",20,8,7.416399060263719,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
5991,False,"{'a': 0.1, 'e': 0.05003662708658628}",20,12,15.543693827459443,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5992,False,"{'a': 0.1, 'e': 0.05001161502657907}",30,15,27.125111113720834,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
5993,False,"{'a': 0.1, 'e': 0.049986615469475894}",25,8,33.417585880913414,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
5994,False,"{'a': 0.1, 'e': 0.04996162840902682}",25,1,39.91579663781417,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
5995,False,"{'a': 0.1, 'e': 0.049936653838985136}",25,20,9.554573094711605,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
5996,False,"{'a': 0.1, 'e': 0.04991169175310715}",20,12,17.49341234636885,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5997,False,"{'a': 0.1, 'e': 0.04988674214515236}",20,6,23.42287418387221,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5998,False,"{'a': 0.1, 'e': 0.04986180500888339}",35,24,6.699261969137792,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
5999,False,"{'a': 0.1, 'e': 0.0498368803380659}",25,17,16.740224853684282,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6000,False,"{'a': 0.1, 'e': 0.049811968126468764}",20,11,19.45930050781149,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6001,False,"{'a': 0.1, 'e': 0.049787068367863944}",25,13,25.31185817918893,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6002,False,"{'a': 0.1, 'e': 0.04976218105602645}",30,21,19.27691443858503,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6003,False,"{'a': 0.1, 'e': 0.0497373061847345}",25,13,18.740385810760774,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6004,False,"{'a': 0.1, 'e': 0.04971244374776933}",20,12,13.581116864402489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6005,False,"{'a': 0.1, 'e': 0.04968759373891536}",25,0,14.573646624179354,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
6006,False,"{'a': 0.1, 'e': 0.04966275615196011}",25,16,18.22818118221707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6007,False,"{'a': 0.1, 'e': 0.04963793098069413}",30,20,15.566762656326278,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6008,False,"{'a': 0.1, 'e': 0.049613118218911144}",30,17,22.611673316068668,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6009,False,"{'a': 0.1, 'e': 0.049588317860408}",20,6,20.604929980530663,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6010,False,"{'a': 0.1, 'e': 0.04956352989898456}",25,17,8.570788771029342,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
6011,False,"{'a': 0.1, 'e': 0.04953875432844388}",30,19,-1.6199089663866726,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
6012,False,"{'a': 0.1, 'e': 0.04951399114259201}",30,13,35.42237025814263,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6013,False,"{'a': 0.1, 'e': 0.04948924033523819}",25,11,24.61038491474147,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
6014,False,"{'a': 0.1, 'e': 0.049464501900194725}",25,9,26.355127325911198,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
6015,False,"{'a': 0.1, 'e': 0.049439775831276976}",25,20,11.324507626691446,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
6016,False,"{'a': 0.1, 'e': 0.04941506212230344}",30,12,31.912778110296824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6017,False,"{'a': 0.1, 'e': 0.049390360767095715}",20,12,15.226364877844542,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6018,False,"{'a': 0.1, 'e': 0.04936567175947842}",25,14,19.44606856657974,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6019,False,"{'a': 0.1, 'e': 0.04934099509327934}",30,21,14.69032731444159,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
6020,False,"{'a': 0.1, 'e': 0.049316330762329275}",20,10,19.10469134329376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6021,False,"{'a': 0.1, 'e': 0.04929167876046215}",25,19,10.220880406064557,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6022,False,"{'a': 0.1, 'e': 0.049267039081514995}",20,2,31.02195466590974,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6023,False,"{'a': 0.1, 'e': 0.04924241171932785}",20,6,12.626187777375382,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
6024,False,"{'a': 0.1, 'e': 0.0492177966677439}",30,17,22.46888602569294,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
6025,False,"{'a': 0.1, 'e': 0.04919319392060936}",25,8,28.849515089374435,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
6026,False,"{'a': 0.1, 'e': 0.04916860347177356}",20,16,5.361927722450667,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6027,False,"{'a': 0.1, 'e': 0.04914402531508891}",25,17,15.981291888847519,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6028,False,"{'a': 0.1, 'e': 0.04911945944441081}",30,12,22.78536927474837,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
6029,False,"{'a': 0.1, 'e': 0.04909490585359783}",20,10,17.043533320383027,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
6030,False,"{'a': 0.1, 'e': 0.0490703645365116}",20,12,13.466481469725489,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
6031,False,"{'a': 0.1, 'e': 0.04904583548701673}",25,9,15.445566357700278,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
6032,False,"{'a': 0.1, 'e': 0.04902131869898101}",20,14,11.350901260313227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6033,False,"{'a': 0.1, 'e': 0.0489968141662752}",20,13,15.529887014135378,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6034,False,"{'a': 0.1, 'e': 0.04897232188277319}",20,16,8.704374574180212,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6035,False,"{'a': 0.1, 'e': 0.048947841842351916}",20,14,14.352739363261087,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
6036,False,"{'a': 0.1, 'e': 0.04892337403889135}",20,16,6.626272373689238,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
6037,False,"{'a': 0.1, 'e': 0.04889891846627454}",25,0,15.878499261338355,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
6038,False,"{'a': 0.1, 'e': 0.04887447511838762}",25,14,17.28275231893348,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
6039,False,"{'a': 0.1, 'e': 0.04885004398911972}",20,13,12.618297585156991,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
