trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
2826,False,"{'a': 0.1, 'e': 0.24353368725792068}",20,16,6.5146079347795105,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2827,False,"{'a': 0.1, 'e': 0.24341195085092968}",20,3,22.077499699997063,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
2828,False,"{'a': 0.1, 'e': 0.24329027529692762}",20,14,7.760606950967717,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2829,False,"{'a': 0.1, 'e': 0.24316866056549566}",30,18,18.688216515000292,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
2830,False,"{'a': 0.1, 'e': 0.24304710662623008}",20,7,13.20971542801674,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
2831,False,"{'a': 0.1, 'e': 0.24292561344874244}",30,15,-4.197157209985727,"{0: 12, 1: 1, 2: 2, 3: 0, 4: 0}",1
2832,False,"{'a': 0.1, 'e': 0.24280418100265946}",35,14,21.590379602395238,"{0: 19, 1: 1, 2: 1, 3: 0, 4: 0}",1
2833,False,"{'a': 0.1, 'e': 0.24268280925762298}",20,11,16.08094170758732,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2834,False,"{'a': 0.1, 'e': 0.24256149818329004}",25,19,11.2697925659807,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2835,False,"{'a': 0.1, 'e': 0.24244024774933293}",20,0,-32.485133421208985,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
2836,False,"{'a': 0.1, 'e': 0.24231905792543904}",20,12,-12.582604536967914,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
2837,False,"{'a': 0.1, 'e': 0.2421979286813109}",20,5,26.98960346508551,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
2838,False,"{'a': 0.1, 'e': 0.24207685998666612}",35,8,-29.611194101564088,"{0: 23, 1: 1, 2: 2, 3: 0, 4: 1}",1
2839,False,"{'a': 0.1, 'e': 0.24195585181123766}",30,3,-25.3544622157988,"{0: 22, 1: 1, 2: 3, 3: 1, 4: 0}",1
2840,False,"{'a': 0.1, 'e': 0.2418349041247734}",30,12,20.64065634955795,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
2841,False,"{'a': 0.1, 'e': 0.24171401689703645}",35,21,13.33226692176066,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2842,False,"{'a': 0.1, 'e': 0.24159319009780494}",30,0,-11.110496158804345,"{0: 27, 1: 1, 2: 1, 3: 0, 4: 1}",0
2843,False,"{'a': 0.1, 'e': 0.24147242369687225}",20,12,16.264859382196683,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2844,False,"{'a': 0.1, 'e': 0.24135171766404673}",20,16,8.00752816797242,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2845,False,"{'a': 0.1, 'e': 0.24123107196915192}",20,6,-42.63597414130843,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 1}",1
2846,False,"{'a': 0.1, 'e': 0.24111048658202627}",30,12,6.1825045617450805,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 0}",1
2847,False,"{'a': 0.1, 'e': 0.24098996147252358}",20,13,10.6894281916722,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2848,False,"{'a': 0.1, 'e': 0.24086949661051252}",25,19,8.919652524715504,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2849,False,"{'a': 0.1, 'e': 0.24074909196587688}",20,10,5.296297952466991,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2850,False,"{'a': 0.1, 'e': 0.2406287475085154}",20,10,-35.86953135082956,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 1}",1
2851,False,"{'a': 0.1, 'e': 0.24050846320834213}",25,11,13.198873028507403,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2852,False,"{'a': 0.1, 'e': 0.2403882390352859}",25,9,4.758204422479608,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
2853,False,"{'a': 0.1, 'e': 0.2402680749592907}",20,2,25.563979667563004,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2854,False,"{'a': 0.1, 'e': 0.24014797095031543}",30,16,15.933088624211647,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
2855,False,"{'a': 0.1, 'e': 0.2400279269783342}",25,13,11.481349965020906,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2856,False,"{'a': 0.1, 'e': 0.23990794301333596}",30,13,31.504901169824162,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
2857,False,"{'a': 0.1, 'e': 0.2397880190253247}",25,17,3.9128948339795318,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2858,False,"{'a': 0.1, 'e': 0.23966815498431943}",30,15,10.03426106492482,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
2859,False,"{'a': 0.1, 'e': 0.2395483508603542}",20,6,13.644841218082634,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2860,False,"{'a': 0.1, 'e': 0.23942860662347792}",20,7,15.911361192331297,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2861,False,"{'a': 0.1, 'e': 0.23930892224375455}",25,17,14.155978576296375,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2862,False,"{'a': 0.1, 'e': 0.23918929769126293}",30,8,15.803913631337817,"{0: 19, 1: 3, 2: 0, 3: 0, 4: 0}",1
2863,False,"{'a': 0.1, 'e': 0.23906973293609704}",20,3,8.351515886126363,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 0}",1
2864,False,"{'a': 0.1, 'e': 0.23895022794836562}",20,5,17.782671123193417,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2865,False,"{'a': 0.1, 'e': 0.23883078269819244}",20,3,-53.410459503281686,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 2}",1
2866,False,"{'a': 0.1, 'e': 0.23871139715571613}",20,9,-1.212860638996987,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2867,False,"{'a': 0.1, 'e': 0.2385920712910904}",25,12,-23.97152426263738,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 1}",1
2868,False,"{'a': 0.1, 'e': 0.2384728050744837}",25,14,18.603355197777123,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2869,False,"{'a': 0.1, 'e': 0.23835359847607956}",30,24,14.322914884907949,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2870,False,"{'a': 0.1, 'e': 0.23823445146607622}",30,18,-22.491087049323205,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
2871,False,"{'a': 0.1, 'e': 0.23811536401468703}",25,8,-24.011776090876815,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
2872,False,"{'a': 0.1, 'e': 0.23799633609214008}",20,4,12.665883495097642,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
2873,False,"{'a': 0.1, 'e': 0.2378773676686784}",25,14,14.711365514904834,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2874,False,"{'a': 0.1, 'e': 0.2377584587145598}",20,11,4.334472108160981,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
2875,False,"{'a': 0.1, 'e': 0.2376396092000572}",30,22,-27.117584004924968,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
2876,False,"{'a': 0.1, 'e': 0.23752081909545814}",20,16,8.322782723619497,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2877,False,"{'a': 0.1, 'e': 0.23740208837106508}",20,3,-25.63192914986592,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
2878,False,"{'a': 0.1, 'e': 0.2372834169971953}",30,9,-28.1169981347568,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 1}",1
2879,False,"{'a': 0.1, 'e': 0.23716480494418105}",20,3,25.453304134133397,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2880,False,"{'a': 0.1, 'e': 0.23704625218236927}",20,12,0.42304716233902795,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2881,False,"{'a': 0.1, 'e': 0.23692775868212176}",25,9,6.334082552665579,"{0: 13, 1: 2, 2: 1, 3: 0, 4: 0}",1
2882,False,"{'a': 0.1, 'e': 0.23680932441381514}",30,12,24.448501624479007,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
2883,False,"{'a': 0.1, 'e': 0.23669094934784088}",25,0,25.6942179648417,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2884,False,"{'a': 0.1, 'e': 0.2365726334546052}",30,11,23.826229134838407,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
2885,False,"{'a': 0.1, 'e': 0.2364543767045291}",20,0,10.157395291872458,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",0
2886,False,"{'a': 0.1, 'e': 0.23633617906804838}",20,14,7.487247099809353,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2887,False,"{'a': 0.1, 'e': 0.23621804051561368}",25,19,5.139691992893323,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2888,False,"{'a': 0.1, 'e': 0.23609996101769037}",20,14,6.933596239216279,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2889,False,"{'a': 0.1, 'e': 0.23598194054475852}",20,14,10.61216543384595,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2890,False,"{'a': 0.1, 'e': 0.235863979067313}",25,1,-13.738108636194093,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 1}",1
2891,False,"{'a': 0.1, 'e': 0.23574607655586352}",25,0,19.45605525694994,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
2892,False,"{'a': 0.1, 'e': 0.2356282329809344}",20,8,10.85890092406869,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2893,False,"{'a': 0.1, 'e': 0.23551044831306475}",25,17,16.01373640402184,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2894,False,"{'a': 0.1, 'e': 0.23539272252280838}",30,15,23.194308050129155,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
2895,False,"{'a': 0.1, 'e': 0.2352750555807339}",30,10,27.31044036080049,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
2896,False,"{'a': 0.1, 'e': 0.23515744745742453}",25,12,-23.046724848054254,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 1}",1
2897,False,"{'a': 0.1, 'e': 0.23503989812347828}",25,0,-45.86940116585216,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",1
2898,False,"{'a': 0.1, 'e': 0.23492240754950772}",25,18,12.444410535323394,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2899,False,"{'a': 0.1, 'e': 0.2348049757061403}",20,0,12.706741459215277,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
2900,False,"{'a': 0.1, 'e': 0.23468760256401805}",20,5,2.9756728673941173,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
2901,False,"{'a': 0.1, 'e': 0.23457028809379765}",30,7,-22.472268260095284,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 1}",1
2902,False,"{'a': 0.1, 'e': 0.23445303226615047}",20,0,-4.872528501106083,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
2903,False,"{'a': 0.1, 'e': 0.23433583505176261}",25,3,26.914251505778626,"{0: 21, 1: 1, 2: 0, 3: 0, 4: 0}",1
2904,False,"{'a': 0.1, 'e': 0.23421869642133475}",30,12,32.68554605162196,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2905,False,"{'a': 0.1, 'e': 0.2341016163455822}",20,12,14.402019053164121,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2906,False,"{'a': 0.1, 'e': 0.2339845947952349}",25,17,3.266873292600136,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2907,False,"{'a': 0.1, 'e': 0.23386763174103756}",20,15,3.7968086648558246,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
2908,False,"{'a': 0.1, 'e': 0.2337507271537494}",25,7,12.12553785158209,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
2909,False,"{'a': 0.1, 'e': 0.23363388100414423}",20,7,26.29550760530999,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2910,False,"{'a': 0.1, 'e': 0.23351709326301048}",25,0,20.3282652009896,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",0
2911,False,"{'a': 0.1, 'e': 0.23340036390115132}",25,11,11.149866141976323,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
2912,False,"{'a': 0.1, 'e': 0.23328369288938433}",25,19,2.4804983638756988,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
2913,False,"{'a': 0.1, 'e': 0.2331670801985418}",25,15,10.316219795636917,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
2914,False,"{'a': 0.1, 'e': 0.23305052579947047}",30,12,-7.328148706207091,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
2915,False,"{'a': 0.1, 'e': 0.23293402966303187}",20,0,-2.0738942538124308,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
2916,False,"{'a': 0.1, 'e': 0.2328175917601019}",30,19,5.535233255927874,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2917,False,"{'a': 0.1, 'e': 0.23270121206157107}",20,9,19.95135321007645,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2918,False,"{'a': 0.1, 'e': 0.2325848905383444}",20,15,-13.391652546917307,"{0: 4, 1: 0, 2: 0, 3: 1, 4: 0}",1
2919,False,"{'a': 0.1, 'e': 0.23246862716134165}",30,22,9.003429601581306,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2920,False,"{'a': 0.1, 'e': 0.2323524219014969}",25,13,14.429129451968453,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
2921,False,"{'a': 0.1, 'e': 0.23223627472975883}",20,0,28.942695321926678,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
2922,False,"{'a': 0.1, 'e': 0.2321201856170906}",20,13,13.67544803762056,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2923,False,"{'a': 0.1, 'e': 0.23200415453447004}",25,6,-9.030108215282615,"{0: 17, 1: 0, 2: 0, 3: 2, 4: 0}",1
2924,False,"{'a': 0.1, 'e': 0.2318881814528893}",20,16,9.620296135429665,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2925,False,"{'a': 0.1, 'e': 0.23177226634335515}",20,12,13.509448335597744,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2926,False,"{'a': 0.1, 'e': 0.23165640917688876}",35,21,2.4117208135412227,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
2927,False,"{'a': 0.1, 'e': 0.2315406099245259}",20,2,-56.0394883326511,"{0: 14, 1: 1, 2: 1, 3: 1, 4: 1}",1
2928,False,"{'a': 0.1, 'e': 0.23142486855731673}",20,12,2.1638904211268635,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2929,False,"{'a': 0.1, 'e': 0.23130918504632592}",20,16,9.51147752182394,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2930,False,"{'a': 0.1, 'e': 0.2311935593626325}",25,17,2.8730152368566966,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2931,False,"{'a': 0.1, 'e': 0.23107799147733019}",30,20,16.870502018294275,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2932,False,"{'a': 0.1, 'e': 0.23096248136152694}",20,12,8.959868094904598,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
2933,False,"{'a': 0.1, 'e': 0.23084702898634524}",25,14,8.092550756024318,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
2934,False,"{'a': 0.1, 'e': 0.23073163432292196}",30,12,36.02662394080893,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2935,False,"{'a': 0.1, 'e': 0.2306162973424085}",25,13,11.494880735152073,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
2936,False,"{'a': 0.1, 'e': 0.23050101801597056}",20,14,-31.695082411598545,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2937,False,"{'a': 0.1, 'e': 0.23038579631478834}",25,14,16.034011117420498,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
2938,False,"{'a': 0.1, 'e': 0.23027063221005634}",20,3,22.036542086568744,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
2939,False,"{'a': 0.1, 'e': 0.23015552567298364}",25,12,26.96086830841609,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2940,False,"{'a': 0.1, 'e': 0.23004047667479355}",20,14,-28.269766802514923,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
2941,False,"{'a': 0.1, 'e': 0.22992548518672384}",20,14,-0.2898318080094193,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2942,False,"{'a': 0.1, 'e': 0.22981055118002658}",25,7,28.734941946742833,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
2943,False,"{'a': 0.1, 'e': 0.22969567462596835}",25,16,7.882559671997687,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2944,False,"{'a': 0.1, 'e': 0.22958085549583}",20,11,13.09955771341454,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2945,False,"{'a': 0.1, 'e': 0.22946609376090668}",20,14,-0.8566215476845844,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
2946,False,"{'a': 0.1, 'e': 0.22935138939250801}",25,18,12.598484337005017,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2947,False,"{'a': 0.1, 'e': 0.22923674236195785}",20,3,-10.632574684442917,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 0}",1
2948,False,"{'a': 0.1, 'e': 0.2291221526405945}",20,0,7.758561216459963,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
2949,False,"{'a': 0.1, 'e': 0.2290076201997705}",25,18,2.522066686127542,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2950,False,"{'a': 0.1, 'e': 0.22889314501085276}",30,22,15.388398370394468,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2951,False,"{'a': 0.1, 'e': 0.22877872704522242}",30,21,13.656536968748682,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
2952,False,"{'a': 0.1, 'e': 0.22866436627427508}",25,18,2.0044299993600836,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
2953,False,"{'a': 0.1, 'e': 0.2285500626694205}",25,8,7.376629246352489,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
2954,False,"{'a': 0.1, 'e': 0.22843581620208275}",30,20,22.18258469735294,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
2955,False,"{'a': 0.1, 'e': 0.22832162684370022}",25,17,15.178068499453028,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2956,False,"{'a': 0.1, 'e': 0.22820749456572564}",25,0,-88.75042453463969,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",1
2957,False,"{'a': 0.1, 'e': 0.22809341933962587}",25,17,-0.31800481382990653,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2958,False,"{'a': 0.1, 'e': 0.22797940113688214}",25,14,14.150258736217879,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2959,False,"{'a': 0.1, 'e': 0.22786543992898983}",25,0,35.99304652901242,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
2960,False,"{'a': 0.1, 'e': 0.22775153568745873}",20,16,5.7436832912014495,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2961,False,"{'a': 0.1, 'e': 0.22763768838381274}",25,7,5.292885955779577,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
2962,False,"{'a': 0.1, 'e': 0.22752389798959005}",30,11,23.393413696165325,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
2963,False,"{'a': 0.1, 'e': 0.22741016447634296}",20,6,26.38831649508421,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2964,False,"{'a': 0.1, 'e': 0.22729648781563824}",20,9,16.634545597743134,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2965,False,"{'a': 0.1, 'e': 0.22718286797905665}",20,14,11.547333103067405,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2966,False,"{'a': 0.1, 'e': 0.22706930493819327}",20,16,8.112046463532023,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
2967,False,"{'a': 0.1, 'e': 0.22695579866465723}",25,16,20.766123501735414,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
2968,False,"{'a': 0.1, 'e': 0.2268423491300721}",20,0,18.209056121459405,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
2969,False,"{'a': 0.1, 'e': 0.22672895630607542}",20,8,-31.379203135408076,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
2970,False,"{'a': 0.1, 'e': 0.226615620164319}",20,5,-28.741678274524496,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 1}",1
2971,False,"{'a': 0.1, 'e': 0.22650234067646874}",20,5,-38.7871670542417,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 1}",1
2972,False,"{'a': 0.1, 'e': 0.2263891178142049}",25,8,-61.24124371978856,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 2}",1
2973,False,"{'a': 0.1, 'e': 0.2262759515492217}",30,11,34.28481118155136,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2974,False,"{'a': 0.1, 'e': 0.22616284185322755}",20,9,17.718951719457266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2975,False,"{'a': 0.1, 'e': 0.22604978869794498}",20,0,18.62428409131437,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
2976,False,"{'a': 0.1, 'e': 0.22593679205511083}",20,12,15.96416543248552,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
2977,False,"{'a': 0.1, 'e': 0.22582385189647586}",20,9,18.686752760146597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2978,False,"{'a': 0.1, 'e': 0.22571096819380504}",30,16,23.14210524548757,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
2979,False,"{'a': 0.1, 'e': 0.22559814091887742}",35,22,18.111157786688903,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
2980,False,"{'a': 0.1, 'e': 0.22548537004348623}",30,14,29.547282943574928,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
2981,False,"{'a': 0.1, 'e': 0.22537265553943872}",30,12,20.34684378583053,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2982,False,"{'a': 0.1, 'e': 0.2252599973785563}",25,12,4.335536360245726,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
2983,False,"{'a': 0.1, 'e': 0.22514739553267432}",20,2,20.59980263357641,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
2984,False,"{'a': 0.1, 'e': 0.22503484997364245}",25,18,-27.619678311568855,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
2985,False,"{'a': 0.1, 'e': 0.22492236067332425}",25,3,15.309221085450634,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
2986,False,"{'a': 0.1, 'e': 0.2248099276035974}",30,3,31.56088154604074,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",1
2987,False,"{'a': 0.1, 'e': 0.22469755073635353}",25,17,5.4971672976536,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
2988,False,"{'a': 0.1, 'e': 0.2245852300434986}",20,13,13.144845856124114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2989,False,"{'a': 0.1, 'e': 0.22447296549695234}",20,9,21.261358157611035,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2990,False,"{'a': 0.1, 'e': 0.22436075706864864}",30,19,-1.5616259034651359,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
2991,False,"{'a': 0.1, 'e': 0.22424860473053532}",20,14,10.98832179025325,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
2992,False,"{'a': 0.1, 'e': 0.2241365084545744}",25,14,-29.430496015678045,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 1}",1
2993,False,"{'a': 0.1, 'e': 0.22402446821274175}",30,12,-52.041941122905875,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 1}",1
2994,False,"{'a': 0.1, 'e': 0.22391248397702732}",20,13,11.216147903110192,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2995,False,"{'a': 0.1, 'e': 0.223800555719435}",20,6,-13.108287605412578,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
2996,False,"{'a': 0.1, 'e': 0.22368868341198284}",20,14,-12.123051664728763,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
2997,False,"{'a': 0.1, 'e': 0.22357686702670268}",25,3,28.345840177938612,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
2998,False,"{'a': 0.1, 'e': 0.22346510653564045}",20,11,-24.70235622285299,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
2999,False,"{'a': 0.1, 'e': 0.22335340191085598}",20,0,-0.17577846118018903,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",0
3000,False,"{'a': 0.1, 'e': 0.22324175312442318}",30,19,13.357132166058681,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
3001,False,"{'a': 0.1, 'e': 0.22313016014842982}",20,12,5.069623805597389,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
3002,False,"{'a': 0.1, 'e': 0.22301862295497768}",25,16,16.998782559707283,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
3003,False,"{'a': 0.1, 'e': 0.22290714151618238}",20,12,13.767347863234784,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
3004,False,"{'a': 0.1, 'e': 0.22279571580417368}",20,15,10.220931687310587,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
3005,False,"{'a': 0.1, 'e': 0.22268434579109508}",30,12,-27.582302458308327,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
3006,False,"{'a': 0.1, 'e': 0.2225730314491041}",30,20,6.022443663085722,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
3007,False,"{'a': 0.1, 'e': 0.22246177275037207}",20,13,-7.362193815280081,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 0}",1
